Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range
2,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,16,Sep 30 - Oct 12,15.0,12.2,18.2,12.2 - 18.2,
2,Symptoms of Anxiety Disorder,By Gender,United States,Male,16,Sep 30 - Oct 12,28.1,27.0,29.2,27.0 - 29.2,
2,Symptoms of Anxiety Disorder,By Gender,United States,Female,16,Sep 30 - Oct 12,36.4,35.6,37.2,35.6 - 37.2,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,16,Sep 30 - Oct 12,36.4,33.7,39.2,33.7 - 39.2,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",16,Sep 30 - Oct 12,31.6,30.9,32.4,30.9 - 32.4,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",16,Sep 30 - Oct 12,32.2,30.2,34.1,30.2 - 34.1,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",16,Sep 30 - Oct 12,24.8,22.2,27.5,22.2 - 27.5,
2,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",16,Sep 30 - Oct 12,39.7,35.6,43.8,35.6 - 43.8,
2,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,16,Sep 30 - Oct 12,37.8,33.6,42.2,33.6 - 42.2,
2,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,16,Sep 30 - Oct 12,30.8,29.1,32.6,29.1 - 32.6,
2,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,16,Sep 30 - Oct 12,35.2,34.1,36.4,34.1 - 36.4,
2,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,16,Sep 30 - Oct 12,29.9,29.1,30.6,29.1 - 30.6,
2,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,29.4,25.7,33.3,25.7 - 33.3,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,32.6,28.6,36.8,28.6 - 36.8,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,31.7,28.5,35.2,28.5 - 35.2,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,16,Sep 30 - Oct 12,35.4,31.3,39.6,31.3 - 39.6,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,California,California,16,Sep 30 - Oct 12,36.2,33.6,38.9,33.6 - 38.9,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,16,Sep 30 - Oct 12,32.8,29.6,36.1,29.6 - 36.1,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,16,Sep 30 - Oct 12,28.4,25.4,31.4,25.4 - 31.4,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,16,Sep 30 - Oct 12,32.8,28.7,37.1,28.7 - 37.1,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,16,Sep 30 - Oct 12,34.8,28.8,41.1,28.8 - 41.1,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Florida,Florida,16,Sep 30 - Oct 12,31.7,28.4,35.2,28.4 - 35.2,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,16,Sep 30 - Oct 12,29.0,25.0,33.3,25.0 - 33.3,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,16,Sep 30 - Oct 12,30.6,25.7,35.9,25.7 - 35.9,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,16,Sep 30 - Oct 12,29.4,26.0,32.9,26.0 - 32.9,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,16,Sep 30 - Oct 12,32.2,29.2,35.4,29.2 - 35.4,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,16,Sep 30 - Oct 12,30.1,27.0,33.3,27.0 - 33.3,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,16,Sep 30 - Oct 12,26.8,22.6,31.3,22.6 - 31.3,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,16,Sep 30 - Oct 12,32.3,28.2,36.5,28.2 - 36.5,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,16,Sep 30 - Oct 12,37.8,33.1,42.7,33.1 - 42.7,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,16,Sep 30 - Oct 12,36.9,32.6,41.4,32.6 - 41.4,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Maine,Maine,16,Sep 30 - Oct 12,33.2,27.3,39.6,27.3 - 39.6,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,30.6,28.3,33.1,28.3 - 33.1,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,34.2,31.0,37.6,31.0 - 37.6,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,32.9,29.3,36.7,29.3 - 36.7,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,26.2,23.4,29.1,23.4 - 29.1,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,30.6,27.0,34.5,27.0 - 34.5,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,30.7,27.4,34.1,27.4 - 34.1,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,27.8,23.6,32.4,23.6 - 32.4,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,16,Sep 30 - Oct 12,28.7,24.9,32.7,24.9 - 32.7,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,16,Sep 30 - Oct 12,39.3,34.8,43.9,34.8 - 43.9,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,16,Sep 30 - Oct 12,27.3,22.5,32.4,22.5 - 32.4,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,34.7,31.8,37.8,31.8 - 37.8,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,33.9,29.2,38.7,29.2 - 38.7,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,New York,New York,16,Sep 30 - Oct 12,30.7,27.3,34.2,27.3 - 34.2,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,29.7,25.4,34.3,25.4 - 34.3,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,24.7,20.5,29.3,20.5 - 29.3,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,33.6,29.3,38.1,29.3 - 38.1,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,33.9,30.3,37.5,30.3 - 37.5,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,16,Sep 30 - Oct 12,35.1,32.7,37.6,32.7 - 37.6,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,16,Sep 30 - Oct 12,32.6,29.2,36.1,29.2 - 36.1,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,16,Sep 30 - Oct 12,29.5,25.7,33.6,25.7 - 33.6,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,16,Sep 30 - Oct 12,28.3,24.0,33.0,24.0 - 33.0,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,16,Sep 30 - Oct 12,26.9,22.5,31.6,22.5 - 31.6,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,16,Sep 30 - Oct 12,30.7,27.3,34.4,27.3 - 34.4,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Texas,Texas,16,Sep 30 - Oct 12,33.2,29.5,37.2,29.5 - 37.2,31.8-33.9
2,Symptoms of Anxiety Disorder,By State,Utah,Utah,16,Sep 30 - Oct 12,31.1,28.1,34.1,28.1 - 34.1,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,16,Sep 30 - Oct 12,36.9,30.8,43.2,30.8 - 43.2,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,16,Sep 30 - Oct 12,28.7,25.9,31.6,25.9 - 31.6,24.7-29.4
2,Symptoms of Anxiety Disorder,By State,Washington,Washington,16,Sep 30 - Oct 12,34.5,31.4,37.7,31.4 - 37.7,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,16,Sep 30 - Oct 12,37.1,30.9,43.6,30.9 - 43.6,34.0-39.3
2,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,16,Sep 30 - Oct 12,30.7,26.8,34.8,26.8 - 34.8,29.5-31.7
2,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,16,Sep 30 - Oct 12,27.0,22.5,31.9,22.5 - 31.9,24.7-29.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,16,Sep 30 - Oct 12,37.5,36.8,38.2,36.8 - 38.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,16,Sep 30 - Oct 12,52.8,50.5,55.1,50.5 - 55.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,16,Sep 30 - Oct 12,43.2,41.7,44.7,41.7 - 44.7,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,16,Sep 30 - Oct 12,39.9,38.4,41.5,38.4 - 41.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,16,Sep 30 - Oct 12,34.8,33.5,36.2,33.5 - 36.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,16,Sep 30 - Oct 12,29.5,28.2,30.9,28.2 - 30.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,16,Sep 30 - Oct 12,22.8,21.1,24.6,21.1 - 24.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,16,Sep 30 - Oct 12,17.9,15.0,21.1,15.0 - 21.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,16,Sep 30 - Oct 12,33.1,32.1,34.1,32.1 - 34.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,16,Sep 30 - Oct 12,41.6,40.8,42.4,40.8 - 42.4,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,16,Sep 30 - Oct 12,43.5,40.9,46.1,40.9 - 46.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",16,Sep 30 - Oct 12,35.9,35.1,36.6,35.1 - 36.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",16,Sep 30 - Oct 12,39.7,37.6,41.8,37.6 - 41.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",16,Sep 30 - Oct 12,29.2,26.4,32.0,26.4 - 32.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",16,Sep 30 - Oct 12,45.7,41.9,49.5,41.9 - 49.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,16,Sep 30 - Oct 12,43.2,39.0,47.5,39.0 - 47.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,16,Sep 30 - Oct 12,37.1,35.5,38.8,35.5 - 38.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,16,Sep 30 - Oct 12,40.9,39.8,42.0,39.8 - 42.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,16,Sep 30 - Oct 12,33.3,32.5,34.0,32.5 - 34.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,33.6,29.6,37.8,29.6 - 37.8,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,37.4,33.5,41.3,33.5 - 41.3,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,37.8,33.9,41.8,33.9 - 41.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,16,Sep 30 - Oct 12,42.3,37.5,47.2,37.5 - 47.2,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,16,Sep 30 - Oct 12,42.4,40.0,44.9,40.0 - 44.9,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,16,Sep 30 - Oct 12,37.5,34.0,41.1,34.0 - 41.1,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,16,Sep 30 - Oct 12,34.6,31.0,38.2,31.0 - 38.2,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,16,Sep 30 - Oct 12,39.0,34.1,44.1,34.1 - 44.1,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,16,Sep 30 - Oct 12,37.1,31.3,43.3,31.3 - 43.3,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,16,Sep 30 - Oct 12,37.8,34.5,41.1,34.5 - 41.1,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,16,Sep 30 - Oct 12,34.7,30.3,39.3,30.3 - 39.3,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,16,Sep 30 - Oct 12,40.2,34.6,46.0,34.6 - 46.0,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,16,Sep 30 - Oct 12,33.3,29.9,36.7,29.9 - 36.7,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,16,Sep 30 - Oct 12,36.6,33.4,40.0,33.4 - 40.0,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,16,Sep 30 - Oct 12,34.3,31.2,37.6,31.2 - 37.6,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,16,Sep 30 - Oct 12,29.6,25.0,34.6,25.0 - 34.6,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,16,Sep 30 - Oct 12,36.2,31.9,40.7,31.9 - 40.7,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,16,Sep 30 - Oct 12,42.8,38.1,47.7,38.1 - 47.7,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,16,Sep 30 - Oct 12,41.5,37.3,45.7,37.3 - 45.7,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,16,Sep 30 - Oct 12,36.3,30.8,42.1,30.8 - 42.1,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,36.9,33.8,40.1,33.8 - 40.1,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,37.6,34.3,41.0,34.3 - 41.0,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,37.0,33.2,40.8,33.2 - 40.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,30.7,27.6,34.0,27.6 - 34.0,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,35.1,31.4,38.9,31.4 - 38.9,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,36.4,33.1,39.9,33.1 - 39.9,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,32.8,28.5,37.2,28.5 - 37.2,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,16,Sep 30 - Oct 12,32.5,28.7,36.4,28.7 - 36.4,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,16,Sep 30 - Oct 12,43.3,38.8,47.9,38.8 - 47.9,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,16,Sep 30 - Oct 12,31.4,26.5,36.5,26.5 - 36.5,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,39.1,35.7,42.5,35.7 - 42.5,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,41.1,36.3,46.0,36.3 - 46.0,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,16,Sep 30 - Oct 12,35.2,31.4,39.1,31.4 - 39.1,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,35.8,31.5,40.2,31.5 - 40.2,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,27.8,23.5,32.5,23.5 - 32.5,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,38.5,34.4,42.8,34.4 - 42.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,38.1,34.5,41.8,34.5 - 41.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,16,Sep 30 - Oct 12,39.0,36.3,41.8,36.3 - 41.8,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,16,Sep 30 - Oct 12,37.7,34.0,41.5,34.0 - 41.5,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,16,Sep 30 - Oct 12,35.1,31.0,39.4,31.0 - 39.4,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,16,Sep 30 - Oct 12,32.9,28.6,37.4,28.6 - 37.4,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,16,Sep 30 - Oct 12,31.3,26.7,36.2,26.7 - 36.2,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,16,Sep 30 - Oct 12,36.2,32.7,39.7,32.7 - 39.7,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,16,Sep 30 - Oct 12,38.8,34.9,42.8,34.9 - 42.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,16,Sep 30 - Oct 12,36.1,33.6,38.7,33.6 - 38.7,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,16,Sep 30 - Oct 12,44.0,38.1,50.1,38.1 - 50.1,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,16,Sep 30 - Oct 12,32.9,29.9,36.0,29.9 - 36.0,27.8-34.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,16,Sep 30 - Oct 12,38.5,35.4,41.8,35.4 - 41.8,36.7-38.8
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,16,Sep 30 - Oct 12,42.8,37.0,48.7,37.0 - 48.7,38.9-44.0
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,16,Sep 30 - Oct 12,34.5,30.9,38.3,30.9 - 38.3,34.4-36.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,16,Sep 30 - Oct 12,33.1,27.3,39.4,27.3 - 39.4,27.8-34.3
2,Symptoms of Depressive Disorder,National Estimate,United States,United States,17,Oct 14 - Oct 26,26.0,25.4,26.6,25.4 - 26.6,
2,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,17,Oct 14 - Oct 26,39.0,36.8,41.2,36.8 - 41.2,
2,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,17,Oct 14 - Oct 26,30.3,29.0,31.6,29.0 - 31.6,
2,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,17,Oct 14 - Oct 26,26.3,24.9,27.7,24.9 - 27.7,
2,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,17,Oct 14 - Oct 26,23.7,22.2,25.3,22.2 - 25.3,
2,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,17,Oct 14 - Oct 26,20.4,19.0,21.9,19.0 - 21.9,
2,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,17,Oct 14 - Oct 26,15.4,13.8,17.0,13.8 - 17.0,
2,Symptoms of Depressive Disorder,By Age,United States,80 years and above,17,Oct 14 - Oct 26,13.3,9.3,18.3,9.3 - 18.3,
2,Symptoms of Depressive Disorder,By Gender,United States,Male,17,Oct 14 - Oct 26,23.7,22.6,24.8,22.6 - 24.8,
2,Symptoms of Depressive Disorder,By Gender,United States,Female,17,Oct 14 - Oct 26,28.1,27.3,28.9,27.3 - 28.9,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,17,Oct 14 - Oct 26,31.3,29.4,33.2,29.4 - 33.2,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",17,Oct 14 - Oct 26,24.0,23.3,24.7,23.3 - 24.7,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",17,Oct 14 - Oct 26,28.7,26.7,30.8,26.7 - 30.8,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",17,Oct 14 - Oct 26,23.1,20.4,26.0,20.4 - 26.0,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",17,Oct 14 - Oct 26,34.4,31.1,37.7,31.1 - 37.7,
2,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,17,Oct 14 - Oct 26,33.4,29.0,38.1,29.0 - 38.1,
2,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,17,Oct 14 - Oct 26,27.4,26.0,28.7,26.0 - 28.7,
2,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,17,Oct 14 - Oct 26,29.6,28.6,30.7,28.6 - 30.7,
2,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,17,Oct 14 - Oct 26,19.8,19.2,20.4,19.2 - 20.4,
2,Symptoms of Depressive Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,27.7,23.6,32.2,23.6 - 32.2,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,25.7,22.4,29.2,22.4 - 29.2,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,30.8,26.3,35.5,26.3 - 35.5,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,17,Oct 14 - Oct 26,27.3,23.0,32.0,23.0 - 32.0,25.3-27.3
2,Symptoms of Depressive Disorder,By State,California,California,17,Oct 14 - Oct 26,27.7,25.2,30.4,25.2 - 30.4,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Colorado,Colorado,17,Oct 14 - Oct 26,26.1,23.1,29.3,23.1 - 29.3,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,17,Oct 14 - Oct 26,21.8,18.4,25.4,18.4 - 25.4,19.3-22.4
2,Symptoms of Depressive Disorder,By State,Delaware,Delaware,17,Oct 14 - Oct 26,23.3,18.5,28.6,18.5 - 28.6,22.5-25.2
2,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,17,Oct 14 - Oct 26,26.2,20.5,32.5,20.5 - 32.5,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Florida,Florida,17,Oct 14 - Oct 26,25.9,23.2,28.7,23.2 - 28.7,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Georgia,Georgia,17,Oct 14 - Oct 26,25.1,22.2,28.3,22.2 - 28.3,22.5-25.2
2,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,17,Oct 14 - Oct 26,27.5,23.1,32.3,23.1 - 32.3,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Idaho,Idaho,17,Oct 14 - Oct 26,25.9,23.0,28.9,23.0 - 28.9,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Illinois,Illinois,17,Oct 14 - Oct 26,24.2,21.5,27.2,21.5 - 27.2,22.5-25.2
2,Symptoms of Depressive Disorder,By State,Indiana,Indiana,17,Oct 14 - Oct 26,27.2,24.3,30.3,24.3 - 30.3,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Iowa,Iowa,17,Oct 14 - Oct 26,22.4,19.3,25.7,19.3 - 25.7,19.3-22.4
2,Symptoms of Depressive Disorder,By State,Kansas,Kansas,17,Oct 14 - Oct 26,26.2,22.8,29.9,22.8 - 29.9,25.3-27.3
2,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,17,Oct 14 - Oct 26,29.5,24.7,34.7,24.7 - 34.7,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,17,Oct 14 - Oct 26,31.6,26.9,36.6,26.9 - 36.6,27.4-33.4
2,Symptoms of Depressive Disorder,By State,Maine,Maine,17,Oct 14 - Oct 26,22.8,18.3,27.7,18.3 - 27.7,22.5-25.2
2,Symptoms of Depressive Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,23.8,20.7,27.2,20.7 - 27.2,22.5-25.2
2,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,25.3,22.4,28.3,22.4 - 28.3,25.3-27.3
